,Program,Header,Courses
381,"Music, B.A.","h3: and, participation each semester students are on campus in at least one major ensemble group:","[{'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
382,"Music, B.A.",h2: Candidates for the B.A. degree will also complete:,"[{'PHL-275 Aesthetics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60972&print'}, 'two credits of music electives', 'and,at least eight credits of performance studies in the same instrument or voice.']"
383,"Performance, Organ Emphasis, B.M.",h2: All music majors include:,"[{'MUS-051 Freshman Music Colloquium': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60834&print'}, {'MUS-111 Basic Musicianship I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60859&print'}, {'MUS-112 Basic Musicianship II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60860&print'}, {'MUS-120 Introductory Music Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60862&print'}, {'MUS-211 Basic Musicianship III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60863&print'}, {'MUS-212 Basic Musicianship IV': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60864&print'}, {'MUS-220 Music and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60865&print'}, {'MUS-221 Music History I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60866&print'}, {'MUS-320 Music History II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60872&print'}, {'MUS-321 Music History III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60873&print'}, {'MUS-352 Basic Conducting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60886&print'}, 'two credits of performance topics', {'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}, {'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
384,"Performance, Organ Emphasis, B.M.",h3: seven semesters of:,[{'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}]
385,"Performance, Organ Emphasis, B.M.","h3: and, participation each semester students are on campus in at least one major ensemble group:","[{'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
386,"Performance, Organ Emphasis, B.M.",h2: All performance majors must include:,[]
387,"Performance, Organ Emphasis, B.M.",h2: An organ performance major must also include:,"[{'MUS-421B History and Literature of Organ': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=62058&print'}, {'MUS-451 Piano Pedagogy': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60912&print'}, {'MUS-452 Service Playing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60913&print'}, 'eight credits of music electives with at least six of the eight numbered between 300 and 499,', 'at least 24 credits of organ performance studies,', 'seven semesters of collaborative coaching, and', {'MUS-563 Harpsichord': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60951&print'}]"
388,"Performance, Organ Emphasis, B.M.",h2: Further considerations,
389,"Performance, Piano Emphasis, B.M.",h2: All music majors include:,"[{'MUS-051 Freshman Music Colloquium': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60834&print'}, {'MUS-111 Basic Musicianship I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60859&print'}, {'MUS-112 Basic Musicianship II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60860&print'}, {'MUS-120 Introductory Music Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60862&print'}, {'MUS-211 Basic Musicianship III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60863&print'}, {'MUS-212 Basic Musicianship IV': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60864&print'}, {'MUS-220 Music and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60865&print'}, {'MUS-221 Music History I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60866&print'}, {'MUS-320 Music History II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60872&print'}, {'MUS-321 Music History III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60873&print'}, {'MUS-352 Basic Conducting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60886&print'}, 'two credits of performance topics', {'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}, {'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
390,"Performance, Piano Emphasis, B.M.",h3: seven semesters of:,[{'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}]
391,"Performance, Piano Emphasis, B.M.","h3: and, participation each semester students are on campus in at least one major ensemble group:","[{'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
392,"Performance, Piano Emphasis, B.M.",h2: All performance majors must include:,[]
393,"Performance, Piano Emphasis, B.M.",h2: A piano performance major must also include:,"[{'MUS-421A History and Literature of Piano': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=62057&print'}, {'MUS-451 Piano Pedagogy': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60912&print'}, {'MUS-564 Advanced Collaborative Piano': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60952&print'}, 'two credits ofMUS-562 OrganorMUS-563 Harpsichord']"
394,"Performance, Piano Emphasis, B.M.",h2: Further considerations,
395,"Performance, Strings Emphasis, B.M.",h2: All music majors include:,"[{'MUS-051 Freshman Music Colloquium': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60834&print'}, {'MUS-111 Basic Musicianship I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60859&print'}, {'MUS-112 Basic Musicianship II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60860&print'}, {'MUS-120 Introductory Music Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60862&print'}, {'MUS-211 Basic Musicianship III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60863&print'}, {'MUS-212 Basic Musicianship IV': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60864&print'}, {'MUS-220 Music and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60865&print'}, {'MUS-221 Music History I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60866&print'}, {'MUS-320 Music History II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60872&print'}, {'MUS-321 Music History III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60873&print'}, {'MUS-352 Basic Conducting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60886&print'}, 'two credits of performance topics', {'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}, {'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
396,"Performance, Strings Emphasis, B.M.",h3: seven semesters of:,[{'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}]
397,"Performance, Strings Emphasis, B.M.","h3: and, participation each semester students are on campus in at least one major ensemble group:","[{'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
398,"Performance, Strings Emphasis, B.M.",h2: All performance majors must include:,[]
399,"Performance, Strings Emphasis, B.M.",h2: A strings performance major must also include:,"['at least two semesters of:', {'MUS-072 String Chamber Music': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60847&print'}, {'MUS-073 String Quartet': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60848&print'}, '\n', {'MUS-330 String Methods': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60877&print'}, {'MUS-334 Guitar Methods': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60881&print'}, '\n', {'MUS-420 Literature of the Instrument': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60894&print'}, '10 credits of music electives including at least eight credits in courses numbered between 300 and 499,', 'at least 24 credits of performance studies in the major field.']"
400,"Performance, Vocal Emphasis, B.M.",h2: All music majors include:,"[{'MUS-051 Freshman Music Colloquium': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60834&print'}, {'MUS-111 Basic Musicianship I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60859&print'}, {'MUS-112 Basic Musicianship II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60860&print'}, {'MUS-120 Introductory Music Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60862&print'}, {'MUS-211 Basic Musicianship III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60863&print'}, {'MUS-212 Basic Musicianship IV': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60864&print'}, {'MUS-220 Music and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60865&print'}, {'MUS-221 Music History I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60866&print'}, {'MUS-320 Music History II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60872&print'}, {'MUS-321 Music History III': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60873&print'}, {'MUS-352 Basic Conducting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60886&print'}, 'two credits of performance topics', {'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}, {'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
401,"Performance, Vocal Emphasis, B.M.",h3: seven semesters of:,[{'MUS-050 Recital Attendance': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60833&print'}]
402,"Performance, Vocal Emphasis, B.M.","h3: and, participation each semester students are on campus in at least one major ensemble group:","[{'MUS-060 Symphony Orchestra': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60835&print'}, {'MUS-061 Furman Band': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60836&print'}, {'MUS-062 Furman Singers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60837&print'}, {'MUS-063 Men’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60838&print'}, {'MUS-064 Women’s Chorale': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60839&print'}, {'MUS-076 Guitar Ensemble': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60850&print'}]"
403,"Performance, Vocal Emphasis, B.M.",h2: All performance majors must include:,[]
